sog_mean,sog_median,sog_std,sog_min,sog_max,sog_p90,sog_p95,sog_p99,num_outliers_above_30ms
2.5675005823444037,1.3343391250000003,2.892739742625503,0.0,20.164910601257862,6.46162602365178,7.498723269395058,10.13813553305842,0
